,0
703,3967.714285714286
704,4072.8571428571427
705,3973.285714285714
706,3875.0
707,3977.8571428571427
708,3983.5714285714284
709,3993.1428571428573
710,3816.5714285714284
711,4119.857142857143
712,4045.8571428571427
713,4048.714285714286
714,4023.5714285714284
715,4042.714285714286
716,4042.1428571428573
717,4007.714285714286
718,4039.285714285714
719,3809.0
720,4052.285714285714
721,3965.4285714285716
722,3948.5714285714284
723,3971.285714285714
724,3992.714285714286
725,3946.0
726,3954.4285714285716
727,3985.5714285714284
728,4000.285714285714
729,3990.0
730,4040.5714285714284
731,3943.5714285714284
732,3882.714285714286
733,4089.8571428571427
734,3970.1428571428573
735,4008.5714285714284
736,3953.714285714286
737,3935.5714285714284
738,3984.0
739,3912.285714285714
740,3967.5714285714284
741,3988.8571428571427
742,3866.0
743,3819.4285714285716
744,3939.714285714286
745,3848.714285714286
746,3938.714285714286
747,3955.8571428571427
748,3954.714285714286
749,3950.8571428571427
750,3884.1428571428573
751,4030.285714285714
752,3914.1428571428573
753,3891.714285714286
754,4027.714285714286
755,3887.285714285714
756,3951.5714285714284
757,3852.1428571428573
758,4037.0
759,4011.285714285714
760,3877.1428571428573
761,3993.714285714286
762,4030.285714285714
763,3996.285714285714
764,4009.8571428571427
765,3935.4285714285716
766,3893.4285714285716
767,3858.1428571428573
768,3924.714285714286
769,3807.0
770,3847.8571428571427
771,3828.285714285714
772,3906.1428571428573
773,3801.5714285714284
774,3844.0
775,3801.0
776,3856.0
777,3812.4285714285716
778,3844.714285714286
779,3775.1428571428573
780,3755.8571428571427
781,3811.5714285714284
782,3854.5714285714284
783,3928.1428571428573
784,3940.1428571428573
785,4030.1428571428573
786,4287.142857142857
787,4427.857142857143
788,4929.285714285715
789,5331.285714285715
790,5828.428571428572
791,6018.142857142857
792,6134.142857142857
793,6283.428571428572
794,6427.714285714285
795,6697.428571428572
796,6906.571428571428
797,7144.571428571428
798,7400.142857142857
799,7692.285714285715
800,8127.571428571428
801,8260.857142857143
802,7886.714285714285
803,7923.428571428572
804,7758.142857142857
805,7629.0
806,7383.571428571428
807,7574.857142857143
808,7363.571428571428
809,7449.0
810,7443.285714285715
811,7540.857142857143
812,7431.285714285715
813,7387.714285714285
814,7030.285714285715
815,6363.428571428572
816,5483.142857142857
817,4783.714285714285
818,4250.857142857143
819,3919.4285714285716
820,3653.714285714286
821,3560.5714285714284
822,3392.5714285714284
823,3042.0
824,3036.0
825,3027.0
826,2888.8571428571427
827,2846.285714285714
828,2642.285714285714
829,2697.0
830,2597.285714285714
831,2600.714285714286
832,2638.8571428571427
833,2660.4285714285716
834,2538.5714285714284
835,2564.714285714286
836,2704.8571428571427
837,2621.8571428571427
838,2565.0
839,2648.5714285714284
840,2633.8571428571427
841,2477.4285714285716
842,2653.8571428571427
843,2522.714285714286
844,2689.714285714286
845,2559.8571428571427
846,2544.0
847,2556.5714285714284
848,2519.4285714285716
849,2525.5714285714284
850,2641.8571428571427
851,2595.285714285714
852,2573.4285714285716
853,2637.0
854,2552.285714285714
855,2622.8571428571427
856,2614.0
857,2563.8571428571427
858,2565.8571428571427
859,2625.285714285714
860,2444.8571428571427
861,2637.1428571428573
862,2486.0
863,2506.4285714285716
864,2548.1428571428573
865,2618.4285714285716
866,2492.8571428571427
867,2634.0
868,2567.0
869,2607.5714285714284
870,2461.1428571428573
871,2571.5714285714284
872,2584.4285714285716
873,2439.4285714285716
874,2436.4285714285716
875,2528.0
876,2508.285714285714
877,2490.714285714286
878,2541.8571428571427
879,2507.714285714286
880,2503.8571428571427
881,2463.8571428571427
882,2408.1428571428573
883,2491.285714285714
884,2508.5714285714284
885,2545.285714285714
886,2548.4285714285716
887,2464.285714285714
888,2494.8571428571427
889,2489.0
890,2567.4285714285716
891,2505.714285714286
892,2403.4285714285716
893,2542.285714285714
894,2465.285714285714
895,2535.0
896,2483.5714285714284
897,2511.5714285714284
898,2473.285714285714
899,2542.285714285714
900,2487.5714285714284
901,2456.8571428571427
902,2344.285714285714
903,2500.0
904,2552.285714285714
905,2514.1428571428573
906,2447.285714285714
907,2421.0
908,2556.5714285714284
909,2427.1428571428573
910,2417.1428571428573
911,2444.4285714285716
912,2507.285714285714
913,2490.4285714285716
914,2425.8571428571427
915,2581.714285714286
916,2404.5714285714284
917,2395.5714285714284
918,2470.285714285714
919,2497.5714285714284
920,2505.1428571428573
921,2440.714285714286
922,2505.4285714285716
923,2386.8571428571427
924,2275.4285714285716
925,2310.0
926,2439.0
927,2421.0
928,2397.4285714285716
929,2345.714285714286
930,2439.285714285714
931,2425.4285714285716
932,2452.8571428571427
933,2485.714285714286
934,2421.5714285714284
935,2473.8571428571427
936,2460.4285714285716
937,2326.0
938,2390.1428571428573
939,2373.0
940,2342.5714285714284
941,2415.1428571428573
942,2344.1428571428573
943,2308.1428571428573
944,2404.0
945,2365.8571428571427
946,2347.0
947,2422.285714285714
948,2404.5714285714284
949,2320.4285714285716
950,2409.285714285714
951,2397.5714285714284
952,2358.285714285714
953,2416.4285714285716
954,2412.4285714285716
955,2404.714285714286
956,2356.1428571428573
957,2300.8571428571427
958,2404.4285714285716
959,2313.1428571428573
960,2377.4285714285716
961,2335.1428571428573
962,2296.8571428571427
963,2253.714285714286
964,2314.1428571428573
965,2329.1428571428573
966,2326.4285714285716
967,2330.8571428571427
968,2414.8571428571427
969,2383.4285714285716
970,2347.1428571428573
971,2269.5714285714284
972,2405.714285714286
973,2385.4285714285716
974,2252.714285714286
975,2385.4285714285716
976,2319.0
977,2241.4285714285716
978,2320.4285714285716
979,2364.0
980,2391.1428571428573
981,2347.0
982,2279.5714285714284
983,2329.5714285714284
984,2346.8571428571427
985,2291.5714285714284
986,2344.1428571428573
987,2360.4285714285716
988,2343.0
989,2260.0
990,2298.1428571428573
991,2337.8571428571427
992,2280.1428571428573
993,2261.8571428571427
994,2241.285714285714
995,2409.1428571428573
996,2310.4285714285716
997,2281.714285714286
998,2234.714285714286
999,2282.714285714286
1000,2299.4285714285716
1001,2408.714285714286
1002,2313.285714285714
1003,2286.5714285714284
1004,2282.8571428571427
1005,2275.1428571428573
1006,2334.0
1007,2210.285714285714
1008,2256.4285714285716
1009,2228.8571428571427
1010,2318.285714285714
1011,2235.5714285714284
1012,2273.714285714286
1013,2241.4285714285716
1014,2265.0
1015,2232.4285714285716
1016,2222.4285714285716
1017,2225.4285714285716
1018,2281.0
1019,2305.1428571428573
1020,2268.5714285714284
1021,2162.8571428571427
1022,2170.0
1023,2247.5714285714284
1024,0.0
